feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,y
0.0,0.0,0.0,0.072367325,0.037046075,0.22257946,0.0,0.029934445,0.21110818,0.1648338,0.079404585,0.05848942,0.23573254,0.065585755,0.0,0.0,0.053909075,0.0,0.0,0.30046266,0.0,0.0,0.31573373,0.65305674,0.02745526,0.4308079,0.28891906,0.0,0.301376,0.0,0.2345351,0.0,0.23180546,0.10824525,0.0,0.10890115,0.0,0.46432337,0.0,0.0,0.0,0.0,0.11473036,0.2459301,0.0,0.0,0.0,0.0,0.0,0.25720105,0.06614886639625428
0.16645822,0.26017088,0.0,0.0,0.0,0.2901222,0.0,0.09680148,0.0,0.0,0.0,0.32498345,0.07706359,0.0,0.13548051,0.0,0.0,0.0,0.05691417,0.30996597,0.0,0.0001921173,0.12611729,0.43369997,0.09587384,0.21302675,0.24714896,0.0,0.27921072,0.0,0.0,0.0,0.0,0.0,0.0,0.24951565,0.0,0.73446107,0.0,0.0,0.0,0.0,0.0,0.46649727,0.274481,0.0,0.0,0.0,0.35289302,0.4713662,0.053549283611632366
0.31905147,0.0,0.0,1.6214131,0.5615874,0.97548544,0.0,0.0,0.0,0.0,0.98067003,1.5915939,1.6115384,0.0,0.13021016,0.0,1.0307661,0.0,0.0,0.24246624,0.7555458,0.0,1.0696568,1.1075485,0.0,0.49894497,2.3236315,0.0,1.099251,0.0,0.6124742,0.0,0.4586603,1.7090605,0.0,0.0,0.0,1.3805263,0.22402625,0.0,0.0,0.9211556,2.1201458,2.0022345,0.0,0.19081914,0.0,0.0,0.0,1.4826192,0.056973640197972235
0.13437006,0.0,0.0,0.19214733,0.0,0.0038849728,0.0,0.0,0.0,0.025513398,0.050730187,0.23587885,0.025239527,0.0,0.026748,0.0,0.0,0.0,0.03357332,0.10660893,0.09539584,0.0,0.0565522,0.31440553,0.0,0.15300442,0.20698443,0.0074398993,0.18012546,0.0,0.04481646,0.0,0.03346211,0.0,0.0,0.029542414,0.0,0.23565693,0.011799991,0.0,0.0,0.042448416,0.05539877,0.21732253,0.032602616,0.0,0.00043470017,0.0,0.037916273,0.267636,0.06544894612818297
0.23039818,0.0,0.0,0.03474746,0.076795526,0.37774214,0.0,0.0,0.00018096482,0.0,0.29370588,0.028223602,0.12630965,0.30046117,0.0,0.0,0.004919037,0.0,0.0,0.23910277,0.09968676,0.15242009,0.34430984,0.4267608,0.0,0.33969134,0.5253837,0.0,0.09726841,0.0,0.30291727,0.16900323,0.0,0.043254912,0.0,0.35855576,0.0,0.27176535,0.017557675,0.0,0.0,0.0,0.1745016,0.0,0.06216979,0.0,0.0,0.0,0.0,0.47361425,0.07166034427817136
0.42456284,0.19759408,0.0,0.0,0.0,0.11233889,0.0,0.0,0.0,0.19234687,0.0,0.8001758,0.276776,0.0,0.0,0.0,0.0,0.0,0.16452901,0.14747192,0.015745638,0.12198221,0.0,0.5713933,0.0,0.29025108,0.46560553,0.0,0.6660718,0.0,0.13950694,0.0,0.17216685,0.0,0.0,0.0,0.0,1.1436956,0.0,0.0,0.0,0.23361164,0.08844879,0.62605965,0.37529832,0.039173096,0.0,0.5181691,0.39673525,0.90754133,0.05314808676667526
0.14074501,0.0,0.0,0.5871766,0.44572952,0.33448952,0.0,0.0,0.10784186,0.3332028,0.2243284,0.26091334,0.29881987,0.35286745,0.012939699,0.0,0.40012038,0.0,0.0,0.13239941,0.033804026,0.3164632,0.19554287,0.64376175,0.0,0.47459596,0.30753815,0.14713359,0.30243722,0.0,0.033368066,0.40875772,0.28249568,0.4273556,0.0,0.13384059,0.0,0.36793905,0.0,0.0,0.0,0.22276533,0.48227835,0.0,0.0,0.0,0.0,0.18275534,0.0,0.28517675,0.056408246519370035
0.36257917,0.19066319,0.0,0.24814016,0.0,0.34921816,0.0,0.0,0.0,0.15068135,0.0,0.6229143,0.5630656,0.0,0.2835899,0.0,0.0,0.0,0.0,0.32639608,0.064475596,0.5263911,0.0,0.80994993,0.0,0.5286136,0.5119137,0.0056080725,0.51760435,0.0,0.1171201,0.0,0.13649176,0.35882378,0.0,0.20628865,0.20972225,1.2913568,0.0,0.0,0.0,0.0,0.24897414,0.37259912,0.39583325,0.08639618,0.0,0.44280094,0.5460821,0.9758302,0.05120195555676699
0.32927555,0.0,0.0,0.26486322,0.07176013,0.13558593,0.02878679,0.13582186,0.0,0.21644767,0.06831152,0.6233002,0.37842345,0.18449925,0.0,0.0,0.0,0.0,0.0,0.2476165,0.0,0.0,0.05493123,0.20394301,0.0,0.11377446,0.44481838,0.0,0.40491545,0.0,0.07613973,0.0,0.03772273,0.0,0.0,0.058100104,0.0,0.4867182,0.0,0.0,0.0,0.07035115,0.09163348,0.51511484,0.20131093,0.27674446,0.0,0.0,0.23300736,0.65585756,0.05537158441874157
0.0821795,0.0,0.0,0.09741633,0.019207546,0.16631691,0.0,0.0,0.023535613,0.103598885,0.13155906,0.069850914,0.19430046,0.09180142,0.0,0.0,0.11265149,0.0,0.0,0.0,0.0,0.001186589,0.25577155,0.36663416,0.034910325,0.333358,0.32845408,0.0,0.112738945,0.0,0.16577777,0.0,0.0,0.00025322218,0.0,0.14804153,0.0,0.38817438,0.0,0.0,0.0,0.0,0.18424587,0.0,0.0,0.08078133,0.0,0.0,0.002762771,0.27098203,0.07885913077147244
0.2715514,0.0,0.0,0.4232911,0.41313973,0.32708955,0.03650413,0.0,0.22750999,0.37737435,0.4168586,0.1666752,0.3236745,0.606927,0.0,0.0,0.31575486,0.0,0.0,0.070979886,0.16534507,0.0,0.34403977,0.5621333,0.0,0.5245516,0.6448899,0.0,0.59545034,0.0,0.61710256,0.28626347,0.20596229,0.32388285,0.0,0.04092924,0.0,0.29909584,0.025880417,0.0,0.0,0.0,0.26350653,0.22557198,0.0,0.045392692,0.0,0.0,0.0,0.13646899,0.1513142861893927
0.053559117,0.0,0.0,0.19610463,0.0,0.07784869,0.0,0.0,0.0,0.0,0.15417111,0.0856298,0.10140995,0.0,0.0,0.0,0.09197586,0.0,0.0,0.06883242,0.12526308,0.060278703,0.20293659,0.2989006,0.0,0.12592669,0.40320006,0.04690473,0.1763222,0.0,0.11290953,0.0,0.0,0.23526292,0.0,0.0,0.0,0.22913536,0.0,0.0,0.0,0.092883855,0.14970705,0.037527185,0.008962814,0.0,0.0,0.0,0.0,0.2524942,0.076159812509759
0.4368904,0.03673034,0.0,0.4144319,0.0,0.27719384,0.0,0.0,0.0,0.3432785,0.0,0.8792302,0.4848943,0.0,0.0,0.0,0.0,0.0,0.10747957,0.29059392,0.3447028,0.017228264,0.20318434,0.38114166,0.0,0.44986236,0.31436333,0.1662766,0.42249155,0.0,0.010143567,0.0,0.07591272,0.0,0.0,0.0,0.0,0.67811245,0.09663807,0.0,0.0,0.17518088,0.14300065,0.14064218,0.34812126,0.24585544,0.0,0.41023457,0.3129466,0.9273862,0.049111446947702864
0.16053617,0.07829385,0.0,0.24355274,0.0,0.203206,0.0,0.0,0.0,0.0,0.029661143,0.24459994,0.060245216,0.03418069,0.10412024,0.0,0.0,0.0,0.0,0.41079238,0.11489616,0.0,0.17351347,0.16620257,0.0,0.0,0.17461014,0.0,0.28240228,0.027637813,0.06608915,0.086782075,0.022294182,0.058863554,0.0,0.078513406,0.0,0.22588041,0.0,0.0,0.0,0.0,0.0,0.060902152,0.116661415,0.0,0.0,0.0,0.04277274,0.46717584,0.05710520076683224
0.4108909,0.0,0.0,0.1703963,0.023159223,0.20640275,0.0,0.008516181,0.0,0.058661222,0.04652379,0.29564542,0.1706432,0.04328843,0.0,0.0,0.0,0.0,0.0,0.20356703,0.06148639,0.044951998,0.23170711,0.34122044,0.0,0.075607955,0.36629573,0.030250596,0.30527,0.0,0.0,0.0,0.0,0.071075425,0.0,0.07373786,0.0,0.16083427,0.0,0.0,0.0,0.12381282,0.13484283,0.24731654,0.19405465,0.0,0.0,0.05123629,0.033094406,0.2316365,0.10858997911374113
0.0780745,0.0,0.0,0.22406742,0.15673643,0.32761046,0.18446432,0.035123732,0.2670493,0.46950614,0.44130355,0.17406666,0.39628467,0.32038063,0.2655566,0.0,0.1413814,0.0,0.0,0.22655393,0.15956566,0.0,0.2348774,0.34530127,0.047678664,0.5779396,0.39901727,0.0,0.10128452,0.0,0.3274012,0.57089573,0.14617792,0.097650096,0.034466118,0.12387759,0.0,0.4072074,0.0,0.0,0.0,0.0,0.26874048,0.23118195,0.0,0.08313826,0.046359375,0.0,0.0,0.2168252,0.16793520472448298
0.0,0.0,0.0,0.18149236,0.037065305,0.12970953,0.0,0.0,0.20221776,0.13222018,0.18994668,0.14430612,0.2012388,0.0,0.15030381,0.0,0.055570185,0.0,0.0,0.19031183,0.0,0.0,0.23642361,0.25958633,0.0,0.14030701,0.2099142,0.04993972,0.14451401,0.014332579,0.0,0.0,0.119592205,0.10257952,0.0,0.09441567,0.0,0.27401027,0.02641931,0.0,0.0,0.043725163,0.24248117,0.31833118,0.0,0.059190832,0.0,0.0,0.0,0.28046077,0.08252922461994182
0.3087294,0.0,0.0,0.044357043,0.1468466,0.14366743,0.0,0.0,0.37176427,0.24064115,0.3037135,0.25442314,0.13249357,0.18583198,0.041453633,0.02649393,0.03291623,0.0,0.0,0.09366451,0.29897067,0.0,0.16246958,0.35687202,0.0,0.3353377,0.37738,0.0,0.10492646,0.0,0.27932614,0.30644095,0.0,0.065302216,0.0,0.13666928,0.0,0.41657582,0.0,0.0,0.0,0.0,0.0730423,0.26631203,0.0,0.0,0.0,0.0,0.0,0.26120415,0.13113783902875042
0.10961338,0.0,0.0,0.39482912,0.06853833,0.32044998,0.0,0.0,0.02186655,0.0,0.44256118,0.0,0.0,0.33450043,0.0,0.0,0.06477833,0.0,0.0,0.20309348,0.17349751,0.0056259884,0.39899436,0.65863764,0.0,0.2634441,0.5251229,0.0,0.2903693,0.0,0.34958133,0.45425418,0.16254742,0.115538225,0.0,0.3279654,0.0,0.11907121,0.0,0.0,0.0,0.016121708,0.2618647,0.045828875,0.0,0.0,0.0,0.0722147,0.0,0.2934825,0.05535699034819308
0.37331304,0.017227197,0.0,0.0,0.0,0.30370924,0.0,0.0,0.0,0.497978,0.0,0.9010581,0.7070786,0.0,0.0,0.0,0.0,0.0,0.0,0.08098172,0.0,0.37562698,0.15156616,0.5768085,0.15365492,0.3740747,0.7817989,0.01614996,0.78282696,0.0,0.33726594,0.0,0.17522505,0.05974284,0.0,0.0,0.0,1.4468857,0.0,0.0,0.0,0.0,0.0,0.36967638,0.4683765,0.37910146,0.0,0.5178276,0.548144,0.98821634,0.051187328552182
0.10422334,0.09755117,0.0,0.0960913,0.0,0.102885254,0.0,0.0,0.0,0.045628708,0.0,0.11684101,0.0,0.0,0.0681708,0.0,0.0,0.0,0.0,0.1242195,0.0,0.054021716,0.09406966,0.2718953,0.0,0.11995028,0.15143387,0.0,0.24395399,0.0,0.0,0.08552609,0.05253207,0.0,0.0,0.09945608,0.0,0.30219957,0.0,0.0,0.0,0.011645479,0.0,0.116320044,0.093728304,0.0,0.0,0.0841576,0.16841361,0.4151863,0.04902270820084542
